id,sciName,mainCommonName,otherCommonNames,majorType,majorSubtype,order,family,subfamily,tribe,genus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authoritySpeciesFullcitation,authoritySpeciesLink,holotypeVoucher,taxonomyNotes,taxonomyNotesCitation,biogeographicRealm,MSW3_matchtype,MSW3_sciName,extinct,domestic,flagged,newSppSinceMSW3,
4934,Pteropus_subniger,Lesser Mascarene Flying Fox,Dark Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,subniger,Kerr,1792,,,,NA,NA,Extinct,sciname match,Pteropus_subniger,1,0,0,0,
4935,Pteropus_temminckii,Temminck’s Flying Fox,,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,temminckii,Peters,1867,,,,NA,NA,Australasia/Oceania,sciname match,Pteropus_temminckii,0,0,0,0,
4936,Pteropus_tokudae,Guam Flying Fox,Little Marianas Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,tokudae,Tate,1934,,,,NA,NA,Extinct,sciname match,Pteropus_tokudae,1,0,0,0,
4937,Pteropus_tonganus,Pacific Flying Fox,Insular Flying Fox|Tongan Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,tonganus,Quoy & Gaimard,1830,,,,NA,NA,Australasia/Oceania,sciname match,Pteropus_tonganus,0,0,0,0,
4938,Pteropus_tuberculatus,Vanikoro Flying Fox,Samoan Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,tuberculatus,Peters,1869,,,,NA,NA,Australasia/Oceania,sciname match,Pteropus_tuberculatus,0,0,0,0,
4939,Pteropus_ualanus,Kosrae Flying Fox,Ualan Fruit Bat,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,ualanus,Peters,1883,,,,NA,NA,Australasia/Oceania,sciname match,Pteropus_ualanus,0,0,0,0,
4940,Pteropus_vampyrus,Large Flying Fox,Andersen’s Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,vampyrus,Linnaeus,1758,,,,NA,NA,"Indomalaya, Australasia/Oceania",sciname match,Pteropus_vampyrus,0,0,0,0,
4941,Pteropus_vetula,New Caledonia Flying Fox,New Caledonian Flying Fox,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,vetula,Jouan,1863,,,,-us to -a,NA,Indomalaya,sciname match,Pteropus_vetulus,0,0,0,0,
4942,Pteropus_voeltzkowi,Pemba Flying Fox,,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,voeltzkowi,Matschie,1909,,,,NA,NA,Afrotropic,sciname match,Pteropus_voeltzkowi,0,0,0,0,
4943,Pteropus_woodfordi,Dwarf Flying Fox,Least Flying Fox|Least Fruit Bat,Placentalia,Boreoeutheria,CHIROPTERA,PTEROPODIDAE,PTEROPODINAE,PTEROPODINI,Pteropus,woodfordi,Thomas,1888,,,,NA,NA,Australasia/Oceania,sciname match,Pteropus_woodfordi,0,0,0,0,
4944,Ptilocercus_lowii,Pen-tailed Treeshrew,Feather-tailed Treeshrew|Low’s Treeshrew,Placentalia,Boreoeutheria,SCANDENTIA,PTILOCERCIDAE,NA,NA,Ptilocercus,lowii,Gray,1848,,,,NA,NA,Indomalaya,sciname match,Ptilocercus_lowii,0,0,0,0,
4945,Pudu_mephistophiles,Northern Pudu,,Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Pudu,mephistophiles,de Winton,1896,,,,NA,NA,Neotropic,sciname match,Pudu_mephistophiles,0,0,0,0,
4946,Pudu_puda,Southern Pudu,Chilean Pudu,Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Pudu,puda,Molina,1782,,,,NA,NA,Neotropic,sciname match,Pudu_puda,0,0,0,0,
4947,Puma_concolor,Puma,Cougar|Mountain Lion|Catamount|Panther|Florida Panther,Placentalia,Boreoeutheria,CARNIVORA,FELIDAE,FELINAE,NA,Puma,concolor,Linnaeus,1771,,,,"2 well supported subspecies: P.c.concolor, P.c.cougar","Kitchener A. C., Breitenmoser-Würsten Ch., Eizirik E., Gentry A., Werdelin L., Wilting A., Yamaguchi N., Abramov A. V., Christiansen P., Driscoll C., Duckworth J. W., Johnson W., Luo S.-J., Meijaard E., O'Donoghue P., Sanderson J., Seymour K., Bruford M., Groves C., Hoffmann M., Nowell K., Timmons Z. & Tobe S. 2017. A revised taxonomy of the Felidae. The final report of the Cat Classification Task Force of the IUCN/SSC Cat Specialist Group. Cat News Special Issue 11, 80 pp.","Nearctic, Neotropic",sciname match,Puma_concolor,0,0,0,0,
4948,Punomys_kofordi,Koford’s Puna Mouse,Eastern Puna Mouse,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,ANDINOMYINI,Punomys,kofordi,Pacheco & Patton,1995,,,MVZ:Mamm:139588,NA,NA,Neotropic,sciname match,Punomys_kofordi,0,0,0,0,
4949,Punomys_lemminus,Western Puna Mouse,Puna Mouse,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,ANDINOMYINI,Punomys,lemminus,Osgood,1943,,,,NA,NA,Neotropic,sciname match,Punomys_lemminus,0,0,0,0,
4950,Pusa_caspica,Caspian Seal,,Placentalia,Boreoeutheria,CARNIVORA,PHOCIDAE,NA,NA,Pusa,caspica,Gmelin,1788,,,,NA,NA,Palearctic,sciname match,Pusa_caspica,0,0,0,0,
4951,Pusa_hispida,Ringed Seal,Fjord Seal|Jar Seal|Arctic Ringed Seal|Baltic Sea Ringed Seal|Lake Ladoga Ringed Seal|Sea of Okhotsk Ringed Seal|Lake Saimaa Ringed Seal,Placentalia,Boreoeutheria,CARNIVORA,PHOCIDAE,NA,NA,Pusa,hispida,Schreber,1775,,,,NA,NA,"Marine, Palearctic",sciname match,Pusa_hispida,0,0,0,0,
4952,Pusa_sibirica,Baikal Seal,Lake Baikal Seal|Nerpa,Placentalia,Boreoeutheria,CARNIVORA,PHOCIDAE,NA,NA,Pusa,sibirica,Smelin,1788,,,,NA,NA,Palearctic,sciname match,Pusa_sibirica,0,0,0,0,
4953,Pygathrix_cinerea,Gray-shanked Douc,Gray-shanked Douc Langur|Gray-shanked Douc Monkey,Placentalia,Boreoeutheria,PRIMATES,CERCOPITHECIDAE,COLOBINAE,PRESBYTINI,Pygathrix,cinerea,Nadler,1997,,,,NA,NA,Indomalaya,sciname match,Pygathrix_cinerea,0,0,0,0,
4954,Pygathrix_nemaeus,Red-shanked Douc,Red-shanked Douc Langur|Red-shanked Douc Monkey,Placentalia,Boreoeutheria,PRIMATES,CERCOPITHECIDAE,COLOBINAE,PRESBYTINI,Pygathrix,nemaeus,Linnaeus,1771,,,,NA,NA,Indomalaya,sciname match,Pygathrix_nemaeus,0,0,0,0,
4955,Pygathrix_nigripes,Black-shanked Douc,Black-shanked Douc Langur|Black-shanked Douc Monkey,Placentalia,Boreoeutheria,PRIMATES,CERCOPITHECIDAE,COLOBINAE,PRESBYTINI,Pygathrix,nigripes,Milne-Edwards,1871,,,,NA,NA,Indomalaya,sciname match,Pygathrix_nigripes,0,0,0,0,
4956,Pygeretmus_platyurus,Lesser Fat-tailed Jerboa,,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,ALLACTAGINAE,NA,Pygeretmus,platyurus,Lichtenstein,1923,,,,NA,NA,Palearctic,sciname match,Pygeretmus_platyurus,0,0,0,0,
4957,Pygeretmus_pumilio,Dwarf Fat-tailed Jerboa,Lesser Five-toed Jerboa|Little Earth Hare,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,ALLACTAGINAE,NA,Pygeretmus,pumilio,Kerr,1792,,,,NA,NA,Palearctic,sciname match,Pygeretmus_pumilio,0,0,0,0,
4958,Pygeretmus_shitkovi,Greater Fat-tailed Jerboa,Zhitkov’s Jerboa,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,ALLACTAGINAE,NA,Pygeretmus,shitkovi,Kuznetsov,1930,,,,elevated subspecies,"Miljutin, A. 2008. Trends of specialisation in Rodents: the five-toed jerboas, subfamily Allactaginae (Dipodoidea, Rodentia). Acta Zoological Lituanica 18(4): 228-239.",Palearctic,sciname match,Pygeretmus_shitkovi,0,0,0,0,
4959,Pygoderma_bilabiatum,Ipanema Broad-nosed Bat,Ipanema Bat,Placentalia,Boreoeutheria,CHIROPTERA,PHYLLOSTOMIDAE,STENODERMATINAE,STENODERMATINI,Pygoderma,bilabiatum,Wagner,1843,,,,NA,NA,Neotropic,sciname match,Pygoderma_bilabiatum,0,0,0,0,
4960,Rangifer_tarandus,Caribou,Reindeer,Placentalia,Boreoeutheria,ARTIODACTYLA,CERVIDAE,CAPREOLINAE,ODOCOILEINI,Rangifer,tarandus,Linnaeus,1758,"Linneaus, C von. 1758. Systema naturae per regna tria naturae: secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. (10th Ed.). Stockholm: Laurentius Salvius.",https://biodiversitylibrary.org/page/25033865,,NA,NA,"Palearctic, Nearctic",sciname match,Rangifer_tarandus,0,0,0,0,
4961,Raphicerus_campestris,Steenbok,,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,ANTILOPINI,Raphicerus,campestris,Thunberg,1811,,,,NA,NA,Afrotropic,sciname match,Raphicerus_campestris,0,0,0,0,
4962,Raphicerus_melanotis,Cape Grysbok,,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,ANTILOPINI,Raphicerus,melanotis,Thunberg,1811,,,,NA,NA,Afrotropic,sciname match,Raphicerus_melanotis,0,0,0,0,
4963,Raphicerus_sharpei,Sharpe’s Grysbok,,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,ANTILOPINI,Raphicerus,sharpei,Thomas,1897,,,,NA,NA,Afrotropic,sciname match,Raphicerus_sharpei,0,0,0,0,
4964,Rattus_adustus,Burnished Enggano Rat,Burnished Rat|Sunburnt Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,adustus,Sody,1940,,,,NA,NA,Indomalaya,sciname match,Rattus_adustus,0,0,0,0,
4965,Rattus_andamanensis,Indochinese Forest Rat,Sikkim Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,andamanensis,Blyth,1860,,,,NA,NA,"Palearctic, Indomalaya",sciname match,Rattus_andamanensis,0,0,0,0,
4966,Rattus_arfakiensis,Vogelkop Mountain Rat,Arfak Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,arfakiensis,Rümmler,1935,,,,"elevated subspecies, Misspelled on Upham unmatched","Robins, J.H., Hingston, M., Matisoo-Smith, E., Ross, H.A. 2007. Identifying Rattus species using mitochondrial DNA. Molecular Ecology Resources 7: 717-729.",Indomalaya,sciname match,Rattus_arfakiensis,0,0,0,1,
4967,Rattus_argentiventer,Ricefield Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,argentiventer,Robinson & Kloss,1916,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_argentiventer,0,0,0,0,
4968,Rattus_arrogans,Western New Guinea Mountain Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,arrogans,Thomas,1922,,,,"elevated subspecies, Misspelled on Upham unmatched","Robins, J.H., Hingston, M., Matisoo-Smith, E., Ross, H.A. 2007. Identifying Rattus species using mitochondrial DNA. Molecular Ecology Resources 7: 717-729.",Indomalaya,sciname match,Rattus_arrogans,0,0,0,1,
4969,Rattus_baluensis,Kinabalu Rat,Summit Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,baluensis,Thomas,1894,,,,NA,NA,Indomalaya,sciname match,Rattus_baluensis,0,0,0,0,
4970,Rattus_blangorum,Aceh Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,blangorum,Miller,1942,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_blangorum,0,0,0,0,
4971,Rattus_bontanus,South-western Xanthurus Rat,Bonthain Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,bontanus,Thomas,1921,,,,NA,NA,Indomalaya,sciname match,Rattus_bontanus,0,0,0,0,
4972,Rattus_burrus,Nicobar Archipelago Rat,Nonsense Rat|Miller’s Nicobar Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,burrus,Miller,1902,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_burrus,0,0,0,0,
4973,Rattus_colletti,Australian Dusky Rat,Collett’s Rat|Dusky Rat|Mulbu|Territory Dusky Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,colletti,Thomas,1904,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_colletti,0,0,0,0,
4974,Rattus_detentus,Manus Island Spiny Rat,Admiralties Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,detentus,"Timm, Weijola, Aplin, Flannery, and Pine",2016,,,,New Species,"Timm, R.M., Weijola, V., Aplin, K.P., Donnellan, S.C., Flannery, T.F., Thomson, V., Pine, R.H. 2016. A new species of Rattus (Rodentia: Muridae) from Manus Island Papua New Guinea. Journal of Mammalogy 97 (3): 861-878.",Australasia/Oceania,unmatched,NA,0,0,0,1,
4975,Rattus_elaphinus,Sula Archipelago Rat,Sula Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,elaphinus,Sody,1941,,,,NA,NA,Indomalaya,sciname match,Rattus_elaphinus,0,0,0,0,
4976,Rattus_enganus,Enggano Island Rat,Enggano Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,enganus,Miller,1906,,,,NA,NA,Indomalaya,sciname match,Rattus_enganus,0,0,0,0,
4977,Rattus_everetti,Philippine Forest Rat,Common Philippine Forest Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,everetti,Günther,1879,,,,NA,NA,Indomalaya,sciname match,Rattus_everetti,0,0,0,0,
4978,Rattus_exulans,Pacific Rat,Polynesian Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,exulans,Peale,1848,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_exulans,0,0,0,0,
4979,Rattus_feliceus,Spiny Seram Island Rat,Spiny Seram Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,feliceus,Thomas,1920,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_feliceus,0,0,0,0,
4980,Rattus_fuscipes,Australian Bush Rat,Allied Rat|Bush Rat|Western Swamp Rat|Southern Bush Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,fuscipes,Waterhouse,1839,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_fuscipes,0,0,0,0,
4981,Rattus_giluwensis,Mount Giluwe Rat,Giluwe Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,giluwensis,Hill,1960,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_giluwensis,0,0,0,0,
4982,Rattus_hainaldi,Hainald’s Flores Island Rat,Hainald’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,hainaldi,"Kitchener, How, & Maharadatunkamsi",1991,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_hainaldi,0,0,0,0,
4983,Rattus_hoffmanni,Hoffmann’s Sulawesi Rat,Hoffmann’s Rat|Sulawesian Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,hoffmanni,Matschie,1901,,,,"Misspelled: -mani to -manni, Consistent with MSW3",NA,Indomalaya,sciname match,Rattus_hoffmanni,0,0,0,0,
4984,Rattus_hoogerwerfi,Hoogerwerf’s Sumatran Rat,Atjehan Mountain Rat|Hoogerwerf’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,hoogerwerfi,Chasen,1939,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_hoogerwerfi,0,0,0,0,
4985,Rattus_jobiensis,Yapen Island Rat,Japen Rat|Yapen Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,jobiensis,Rümmler,1935,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_jobiensis,0,0,0,0,
4986,Rattus_koopmani,Koopman’s Peleng Island Rat,Koopman’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,koopmani,Musser & Holden,1991,,,,NA,NA,Indomalaya,sciname match,Rattus_koopmani,0,0,0,0,
4987,Rattus_korinchi,Sumatran Mountain Rat,Kerinci Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,korinchi,Robinson & Kloss,1916,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_korinchi,0,0,0,0,
4988,Rattus_leucopus,Cape York Rat,Mottle-tailed Rat|Mottle-tailed Cape York Rat|Spiny-furred Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,leucopus,Gray,1867,,,,NA,NA,"Palearctic, Indomalaya",sciname match,Rattus_leucopus,0,0,0,0,
4989,Rattus_losea,Losea Rat,Lesser Ricefield Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,losea,Swinhoe,1871,,,,NA,NA,Indomalaya,sciname match,Rattus_losea,0,0,0,0,
4990,Rattus_lugens,Mentawai Archipelago Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,lugens,Miller,1903,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_lugens,0,0,0,0,
4991,Rattus_lutreola,Australian Swamp Rat,Swamp Rat|Velvet-furred Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,lutreola,J. E. Gray,1841,,,,"since lutreola is a noun in apposition, it retains its spelling instead of getting a -us at the end","Wilson D.E., Lacher T.E., Mittermeier R.A. 2017. Handbook of the mammals of the world. Vol. 7. Rodents II. Lynx Edicions, Barcelona.",,manual,Rattus_lutreolus,0,0,0,0,
4992,Rattus_macleari,Maclear’s Rat,Maclear’s Christmas Island Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,macleari,Thomas,1887,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_macleari,1,0,0,0,
4993,Rattus_marmosurus,Marmoset Xanthurus Rat,Marmoset Rat|Opossum Rat|Opossum Xanthurus Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,marmosurus,Thomas,1921,,,,NA,NA,Indomalaya,sciname match,Rattus_marmosurus,0,0,0,0,
4994,Rattus_mindorensis,Mindoro Mountain Rat,Mindoro Black Rat|Mindoro Soft-furred Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,mindorensis,Thomas,1898,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_mindorensis,0,0,0,0,
4995,Rattus_mollicomulus,Lampobatang Sulawesi Rat,Little Soft-furred Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,mollicomulus,Tate & Archbold,1935,,,,NA,NA,Palearctic,sciname match,Rattus_mollicomulus,0,0,0,0,
4996,Rattus_montanus,Sri Lankan Mountain Rat,Jungle Rat|Nellu Rat|Nillu Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,montanus,Phillips,1932,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_montanus,0,0,0,0,
4997,Rattus_mordax,Eastern New Guinea Rat,Eastern Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,mordax,Thomas,1904,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_mordax,0,0,0,0,
4998,Rattus_morotaiensis,Halmahara Rat,Moluccan Prehensile-tailed Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,morotaiensis,Kellogg,1945,,,,NA,NA,,sciname match,Rattus_morotaiensis,0,0,0,0,
4999,Rattus_nativitatis,Bulldog Rat,Christmas Island Rat|Christmas Island Burrowing Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,nativitatis,Thomas,1889,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_nativitatis,1,0,0,0,
5000,Rattus_nikenii,Gag Island Rat,Niken’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,nikenii,"Maryanto, Sinaga, Achmadi, & Maharadatunkamsi",2010,,,,NA,NA,Australasia/Oceania,unmatched,NA,0,0,0,1,
5001,Rattus_niobe,Eastern New Guinea Mountain Rat,Moss-forest Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,niobe,Thomas,1906,,,,NA,NA,"Palearctic, Indomalaya",sciname match,Rattus_niobe,0,0,0,0,
5002,Rattus_nitidus,White-footed Indochinese Rat,Himalayan Field Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,nitidus,Hodgson,1845,,,,NA,NA,"Palearctic, Afrotropic, Australasia, Indomalaya",sciname match,Rattus_nitidus,0,0,0,0,
5003,Rattus_norvegicus,Brown Rat,Common Rat|Domestic Rat|Fancy Rat|Lab Rat|Norway Rat|Sewer Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,norvegicus,Berkenhout,1769,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_norvegicus,0,0,0,0,
5004,Rattus_novaeguineae,Papua New Guinea Rat,New Guinea Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,novaeguineae,Taylor & Calaby,1982,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_novaeguineae,0,0,0,0,
5005,Rattus_omichlodes,Arianus’s New Guinea Mountain Rat,Arianus’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,omichlodes,Misonne,1979,,,,NA,NA,Indomalaya,sciname match,Rattus_omichlodes,0,0,0,0,
5006,Rattus_osgoodi,Osgood’s Vietnamese Rat,Osgood’s Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,osgoodi,Musser & Newcomb,1985,,,,NA,NA,Indomalaya,sciname match,Rattus_osgoodi,0,0,0,0,
5007,Rattus_palmarum,Car Nicobar Rat,Palm Rat|Zelebor’s Nicobar Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,palmarum,Zeledor,1869,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_palmarum,0,0,0,0,
5008,Rattus_pelurus,Peleng Island Xanthurus Rat,Peleng Rat|Peleng Xanthurus Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,pelurus,Sody,1941,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_pelurus,0,0,0,0,
5009,Rattus_pococki,Pocock’s New Guinea Highland Rat,Pocock’s Highland Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,pococki,Ellerman,1941,,,,"elevated subspecies, Misspelled on Upham unmatched","Robins, J.H., Hingston, M., Matisoo-Smith, E., Ross, H.A. 2007. Identifying Rattus species using mitochondrial DNA. Molecular Ecology Resources 7: 717-729.",Australasia/Oceania,sciname match,Rattus_pococki,0,0,0,1,
5010,Rattus_praetor,Large New Guinea Spiny Rat,Large New Guinea Rat|Large Spiny Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,praetor,Thomas,1888,,,,NA,NA,"Palearctic, Indomalaya",sciname match,Rattus_praetor,0,0,0,0,
5011,Rattus_pyctoris,Himalayan Rat,Turkestan Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,pyctoris,Hodgson,1845,,,,NA,NA,Palearctic,sciname match,Rattus_pyctoris,0,0,0,0,
5012,Rattus_ranjiniae,Ranjini’s Rat,Kerala Rat|Ranjini’s Field Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,ranjiniae,Agrawal & Ghosal,1969,,,,NA,NA,"Palearctic, Afrotropic",sciname match,Rattus_ranjiniae,0,0,0,0,
5013,Rattus_rattus,Roof Rat,Black Rat|Common House Rat|House Rat|Ship Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,rattus,Linnaeus,1758,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_rattus,0,0,0,0,
5014,Rattus_richardsoni,Richardson’s New Guinea Mountain Rat,Glacier Rat|Richardson’s Mountain Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,richardsoni,Tate,1949,,,,NA,NA,Indomalaya,sciname match,Rattus_richardsoni,0,0,0,0,
5015,Rattus_sakeratensis,Little Indochinese Field Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,sakeratensis,Gyldenstolpe,1917,,,,split from R. losea,"Wilson D.E., Lacher T.E., Mittermeier R.A. 2017. Handbook of the mammals of the world. Vol. 7. Rodents II. Lynx Edicions, Barcelona.",Indomalaya,unmatched,NA,0,0,0,1,
5016,Rattus_salocco,South-eastern Xanthurus Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,salocco,Tate & Archbold,1935,,,,NA,NA,Australasia/Oceania,sciname match,Rattus_salocco,0,0,0,0,
5017,Rattus_sanila,New Ireland Forest Rat,,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,sanila,Flannery & White,1991,,,,"Consistent with MSW, not on Upham list (Extinct)-- extinct 3kya","Timm, R.M., Weijola, V., Aplin, K.P., Donnellan, S.C., Flannery, T.F., Thomson, V., Pine, R.H. 2016. A new species of Rattus (Rodentia: Muridae) from Manus Island Papua New Guinea. Journal of Mammalogy 97 (3): 861-878.",Extinct,sciname match,Rattus_sanila,1,0,0,0,
5018,Rattus_satarae,Sahyadris Forest Rat,Sahayadri Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Rattus,satarae,Hinton,1918,,,,NA,NA,Palearctic,sciname match,Rattus_satarae,0,0,0,0,
